"ID_UC0","NOME_UC1","ID_WCMC2","CATEGORI3","GRUPO4","ESFERA5","ANO_CRIA6","GID7","QUALIDAD8","ATO_LEGA9","DT_ULTIM10","CODIGO_U11","NOME_ORG12","decimalLongitude","decimalLatitude"
"1022","PARQUE ESTADUAL DO UTINGA",NA,"Parque","PI","estadual","1993","12175","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1552 de 03/05/1993","22/02/2016","0000.15.1022","Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará",-48.418938675042,-1.4210865024577
"1757","AREA DE PROTEÇÃO AMBIENTAL DA LAGOA VERDE",NA,"Área de Proteção Ambiental","US","municipal","2005","3196","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 6084 de 22/04/2005","01/10/2009","1560.43.1757","Secretaria Municipal do Meio Ambiente do Rio Grande - RS",-52.1825192546512,-32.1401490406132
"3034","ÁREA DE PROTEçãO AMBIENTAL DA PRAIA DE PONTA GROSSA",NA,"Área de Proteção Ambiental","US","municipal","1998","11380","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 262 de 08/04/1998","21/01/2015","0535.23.3034","Secretaria de Desenvolvimento e Meio Ambiente de Icapuí - CE",-37.4977170550292,-4.57070992080514
"2171","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA VII",NA,"Reserva Particular do Patrimônio Natural","US","federal","2004","10449","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 12 de 15/10/2004","26/08/2011","0000.00.2171","Instituto Chico Mendes de Conservação da Biodiversidade",-46.9542050557341,-18.4983267497436
"2920","ÁREA DE PROTEçãO AMBIENTAL DA LAGOA GRANDE",NA,"Área de Proteção Ambiental","US","municipal","2006","8288","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 046 de 20/06/2006","27/09/2013","0520.32.2920","Prefeitura Municipal de Vila Velha - ES",-40.3684894241716,-20.4900662304044
"2925","ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO MORRO DO IRIRIú",NA,"Área de Relevante Interesse Ecológico","US","municipal","2012","8459","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 19.665 de 11/10/2012","22/10/2013","0910.42.2925","Secretaria do Meio Ambiente de Joinville - SC",-48.830576169338,-26.2535343156062
"819","ESTAÇÃO ECOLÓGICA IBICATU","19435","Estação Ecológica","PI","estadual","1958","2908","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 33261 de 30/07/1958","29/09/2017","0000.35.0819","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.8202880025589,-22.7801719485571
"3508","PARQUE NATURAL MUNICIPAL DOS MORROS",NA,"Parque","PI","municipal","2016","13335","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 74/2016 de 06/09/2016","06/12/2018","1690.43.3508","Secretaria Municipal de Meio Ambiente de Santa Maria - RS",-53.8110864543485,-29.6537510969826
"1624","PARQUE NATURAL MUNICIPAL VERDE VALE",NA,"Parque","PI","municipal","2008","2368","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 279 de 14/06/2008","12/07/2008","0430.33.1624","Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ",-42.6414756367663,-22.7017811000369
"1717","APA SILVEIRAS",NA,"Área de Proteção Ambiental","US","estadual","1984","4612","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 4100 de 20/06/1984","17/10/2017","0000.35.1717","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-44.840256370106,-22.7337969561439
"60","ESTAÇÃO ECOLÓGICA DE NIQUIÁ","10826","Estação Ecológica","PI","federal","1985","85","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 91306 de 03/06/1985","02/02/2016","0000.00.0060","Instituto Chico Mendes de Conservação da Biodiversidade",-61.5021084105858,1.25663189465837
"1691","RDS DOS PINHEIRINHOS",NA,"Reserva de Desenvolvimento Sustentável","US","estadual","2008","4581","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 12810 de 21/02/2008","30/09/2015","0000.35.1691","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-48.5526809253471,-24.9701755214977
"3137","PARQUE NACIONAL GUARICANA",NA,"Parque","PI","federal","2014","11166","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº Sem número de 14/10/2014","22/10/2014","0000.00.3137","Instituto Chico Mendes de Conservação da Biodiversidade",-48.8605001478151,-25.7123286585806
"1787","APA DAS TABEBUIAS",NA,"Área de Proteção Ambiental","US","municipal","1999","3185","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 18199 de 09/12/1999","15/03/2011","0455.33.1787","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.4264244261631,-23.0009804133003
"2582","ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA LAGOA JACUNÉM",NA,"Área de Proteção Ambiental","US","municipal","1998","6538","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 2.135 de 09/12/1998","10/04/2012","0500.32.2582","Secretaria Municipal de Meio Ambiente do Município de Serra - ES",-40.234083435169,-20.1617040134142
"1514","ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA",NA,"Área de Proteção Ambiental","US","estadual","1986","7776","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 9529 de 16/12/1986","01/03/2013","0000.33.1514","Instituto Estadual do Ambiente do Rio de Janeiro",-42.3461442363695,-22.9184505915967
"3820","PARQUE NATURAL MUNICIPAL ELI BASTOS",NA,"Parque","PI","municipal","2018","15602","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 045/2018 de 18/04/2018","23/11/2018","1530.52.3820","Prefeitura Municipal de Orizona - GO",-48.3060523926323,-17.0466008021271
"1771","ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO",NA,"Área de Proteção Ambiental","US","estadual","1999","3141","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 13373 de 01/12/1999","08/09/2009","0000.31.1771","Instituto Estadual de Florestas de Minas Gerais",-45.9628303428027,-21.7447910994907
"2145","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO-DE-FOGO-RENDADO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2011","9248","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 28 de 17/05/2011","26/08/2011","0000.00.2145","Instituto Chico Mendes de Conservação da Biodiversidade",-38.4561197121231,-12.5122724344573
"3002","ÁREA DE PROTEçãO AMBIENTAL DA SERRA DA BOLíVIA",NA,"Área de Proteção Ambiental","US","municipal","2013","8923","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 524 de 02/08/2013","08/05/2014","0015.33.3002","Secretaria Municipal do Ambiente de Aperibé - RJ",-42.1210760122913,-21.6668740830521
"3426","PARQUE NATURAL MUNICIPAL DE CONCEIçãO DA BARRA",NA,"Parque","PI","municipal","2015","12752","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 4.698 de 21/07/2015","18/07/2016","0160.32.3426","Prefeitura Municipal de Conceição da Barra - ES",-39.7391648331941,-18.5725657840734
"81","FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ","220239","Floresta","US","federal","1999","989","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 21/09/1999","16/10/2007","0000.00.0081","Instituto Chico Mendes de Conservação da Biodiversidade",-41.0890836075542,-13.942383324921
"516","ESTAÇÃO ECOLÓGICA FERNANDES PINHEIRO","351944","Estação Ecológica","PI","estadual","2001","2104","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 4230 de 06/06/2001","24/03/2016","0000.41.0516","Instituto Ambiental do Paraná",-50.5863622937344,-25.4213544657351
"1570","AREA DE PROTEçãO AMBIENTAL DE CAMPINAS",NA,"Área de Proteção Ambiental","US","municipal","2001","4639","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 10.850 de 08/06/2001","04/12/2007","0950.35.1570","Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas",-46.9237717736644,-22.840710141933
"2042","PARQUE ESTADUAL CHARAPUCU",NA,"Parque","PI","estadual","2010","5041","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 2.592 de 10/11/2010","20/01/2017","0000.15.2042","Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará",-50.5191600082842,-0.37126011226478
"111","FLORESTA NACIONAL DE SOBRAL","351771","Floresta","US","federal","1947","5289","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 127 de 03/11/1947","26/02/2018","0000.00.0111","Instituto Chico Mendes de Conservação da Biodiversidade",-40.5292617765493,-3.77802205009505
"169","PARQUE NACIONAL DO CABO ORANGE","57","Parque","PI","federal","1980","257","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 84913 de 15/07/1980","05/02/2016","0000.00.0169","Instituto Chico Mendes de Conservação da Biodiversidade",-51.1895897538467,3.65002735771698
"3042","REFÚGIO DA VIDA SILVESTRE DO SAGUI DA SERRA ESCURO",NA,"Refúgio de Vida Silvestre","PI","municipal","2014","9789","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 3361 de 10/02/2014","12/09/2017","0220.33.3042","Secretaria Municipal do Ambiente de Itaperuna - RJ",-42.0400560879725,-21.0759088842983
"39","ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MANGUEZAIS DA FOZ DO RIO MAMANGUAPE","10821","Área de Relevante Interesse Ecológico","US","federal","1985","60","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 91.890 de 05/11/1985","04/12/2007","0000.00.0039","Instituto Chico Mendes de Conservação da Biodiversidade",-34.9885279204893,-6.79461985958342
"1906","PARQUE NATURAL MUNICIPAL DO ATALAIA",NA,"Parque","PI","municipal","2007","4000","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Decreto nº 8107 de 31/01/2007","21/01/2011","0820.42.1906","Fundação do Meio Ambiente de Itajaí - SC",-48.6420155606258,-26.9207833826679
"2082","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATEDRAL DO JALAPÃO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2010","10100","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 58 de 28/07/2010","26/08/2011","0000.00.2082","Instituto Chico Mendes de Conservação da Biodiversidade",-46.8855714968704,-10.1382007316365
"3503","ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DAS SERRAS DE MARICÁ",NA,"Área de Proteção Ambiental","US","municipal","2011","13312","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 2368 de 30/05/2011","11/04/2019","0270.33.3503","Subsecretaria de Meio Ambiente de Maricá - RJ",-42.7587491870344,-22.8873508264488
"1431","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA",NA,"Reserva Particular do Patrimônio Natural","US","federal","2003","9060","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 175 de 03/01/2003","26/08/2011","0000.00.1431","Instituto Chico Mendes de Conservação da Biodiversidade",-39.1328564203886,-16.9098728139469
"3066","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GUIGO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2014","10613","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 70 de 30/06/2014","01/08/2014","0000.00.3066","Instituto Chico Mendes de Conservação da Biodiversidade",-38.4927648014859,-12.4077714031896
"1141","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SUSPIRO",NA,"Reserva Particular do Patrimônio Natural","US","federal","1999","9505","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 3-N de 02/02/1999","26/08/2011","0000.00.1141","Instituto Chico Mendes de Conservação da Biodiversidade",-42.9182026301815,-22.3944412779489
"3522","RESERVA PARTICULAR DO PATRIMôNIO NATURAL RELUZ",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2017","13502","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 006-R de 29/06/2017","13/07/2017","0000.32.3522","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-40.7803021570461,-20.3925591616971
"477","PARQUE ESTADUAL DO GUIRÁ","352016","Parque","PI","estadual","2002","3824","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 7.625 de 15/01/2002","09/05/2010","0000.51.0477","Secretaria de Estado do Meio Ambiente de Mato Grosso",-57.9034010221791,-17.2965464483082
"788","PARQUE ESTADUAL DAS ARAUCÁRIAS","351872","Parque","PI","estadual","2003","3401","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 293 de 30/05/2003","17/09/2010","0000.42.0788","Fundação de Meio Ambiente de Santa Catarina",-52.5778727603605,-26.4609271767204
"2141","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NEIVA, PATRÍCIA, CLÁUDIA E ALEXANDRA",NA,"Reserva Particular do Patrimônio Natural","US","federal","2009","9569","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 20 de 22/04/2009","26/08/2011","0000.00.2141","Instituto Chico Mendes de Conservação da Biodiversidade",-42.4955905197664,-22.6970717628058
"1770","PARQUE ESTADUAL PAU FURADO",NA,"Parque","PI","estadual","2007","3129","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 27/01/2007","16/09/2014","0000.31.1770","Instituto Estadual de Florestas de Minas Gerais",-48.1600556572958,-18.7599893660671
"3283","PARQUE ESTADUAL MATA DO ZUMBI",NA,"Parque","PI","estadual","1987","13740","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 9989/87 de 13/01/1987","22/09/2017","0000.26.3283","Agência Estadual do Meio Ambiente de Pernambuco",-34.9783790624248,-8.31666561541391
"3070","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DAS ALMAS DE RIO DE CONTAS",NA,"Reserva Particular do Patrimônio Natural","US","federal","2014","10621","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 72 de 30/06/2014","01/08/2014","0000.00.3070","Instituto Chico Mendes de Conservação da Biodiversidade",-41.8774617386253,-13.547054316154
"2299","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO PARAÍSO",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2009","5812","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 55 de 08/07/2009","11/10/2011","0000.33.2299","Instituto Estadual do Ambiente do Rio de Janeiro",-42.4109592127578,-22.3864494939461
"2649","PARQUE NATURAL MUNICIPAL VALE DO MULEMBá",NA,"Parque","PI","municipal","2002","6952","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 11505 de 31/12/2002","20/07/2012","0530.32.2649","Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES",-40.3244194792485,-20.2854485144373
"3747","ÁREA DE PROTEÇÃO AMBIENTAL BEMPOSTA",NA,"Área de Proteção Ambiental","US","municipal","2012","15168","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 4599 de 15/02/2012","17/09/2018","0600.33.3747","Secretaria Municipal de Meio Ambiente e Agricultura de Três Rios - RJ",-43.0646308783791,-22.129913363211
"172","PARQUE NACIONAL DO IGUAÇU","60","Parque","PI","federal","1939","1840","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1035 de 10/01/1939","27/09/2007","0000.00.0172","Instituto Chico Mendes de Conservação da Biodiversidade",-53.8883468121036,-25.4029501841821
"56","ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES","10845","Estação Ecológica","PI","federal","1983","3526","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 88541 de 21/07/1983","11/02/2016","0000.00.0056","Instituto Chico Mendes de Conservação da Biodiversidade",-67.590042276199,-3.14584430097752
"2617","ESTAçãO ECOLóGICA DE MOGI-GUAçU",NA,"Estação Ecológica","PI","estadual","1984","6637","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 22336 de 08/06/1984","11/10/2017","0000.35.2617","Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP",-47.1740281502541,-22.2792342541989
"1687","RDS DA BARRA DO UNA",NA,"Reserva de Desenvolvimento Sustentável","US","estadual","2013","2929","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 14.982 de 09/04/2013","30/09/2015","0000.35.1687","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.0827172231656,-24.4259889977392
"138","PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES","19273","Parque","PI","federal","1989","205","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 97656 de 12/04/1989","23/04/2010","0000.00.0138","Instituto Chico Mendes de Conservação da Biodiversidade",-55.8823637840865,-15.3239953055101
"1692","RDS QUILOMBOS DE BARRA DO TURVO",NA,"Reserva de Desenvolvimento Sustentável","US","estadual","2008","4587","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 12810 de 21/02/2008","30/09/2015","0000.35.1692","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-48.4584421524176,-24.9244541723797
"543","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO BURITI","33575","Área de Relevante Interesse Ecológico","US","estadual","1990","2145","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 7.456 de 28/11/1990","18/03/2016","0000.41.0543","Instituto Ambiental do Paraná",-52.7631862395459,-26.185574073536
"2318","RPPN SERRA DO ITATINS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2009","5592","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Resolução nº 84 de 19/11/2009","03/10/2011","0000.35.2318","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.4432298335372,-24.4213238875121
"1620","PARQUE ESTADUAL CUNHAMBEBE",NA,"Parque","PI","estadual","2008","2355","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 41358 de 16/06/2008","24/02/2014","0000.33.1620","Instituto Estadual do Ambiente do Rio de Janeiro",-44.1268087094209,-22.9017974104703
"3315","PARQUE ESTADUAL SERRA DO AREAL",NA,"Parque","PI","estadual","2014","12290","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 40550/14 de 28/03/2014","15/03/2016","0000.26.3315","Agência Estadual do Meio Ambiente de Pernambuco",-40.4955498062618,-8.96890017493634
"1987","ÁREA DE PROTEçãO AMBIENTAL ESTADUAL DELTA DO JACUí",NA,"Área de Proteção Ambiental","US","estadual","2005","12758","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 12371 de 14/11/2005","30/05/2019","0000.43.1987","Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS",-51.3169088401142,-29.9702855643965
"3689","ÁREA DE PROTEçãO AMBIENTAL DA SERRA DA CAMBRAIA",NA,"Área de Proteção Ambiental","US","municipal","2015","15722","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1070/2015 de 31/03/2015","27/12/2018","0555.33.3689","Secretaria Municipal de Ambiente e Agronegócio de Seropédica - RJ",-43.7124682422554,-22.6770367331787
"227","RESERVA EXTRATIVISTA MARACANÃ","351781","Reserva Extrativista","US","federal","2002","1778","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 16/12/2002","15/02/2016","0000.00.0227","Instituto Chico Mendes de Conservação da Biodiversidade",-47.4804677088478,-0.715225568694281
"104","FLORESTA NACIONAL DE PAU-ROSA","351835","Floresta","US","federal","2001","8627","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 08/08/2001","08/11/2013","0000.00.0104","Instituto Chico Mendes de Conservação da Biodiversidade",-58.0407346503435,-4.68999106471451
"448","PARQUE ESTADUAL SERRA RICARDO FRANCO","115769","Parque","PI","estadual","1997","3853","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1.796 de 04/11/1997","30/12/2015","0000.51.0448","Secretaria de Estado do Meio Ambiente de Mato Grosso",-60.2477180535621,-14.6299437548997
"1241","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LAGEADO",NA,"Reserva Particular do Patrimônio Natural","US","federal","1990","10234","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 393 de 02/04/1990","26/08/2011","0000.00.1241","Instituto Chico Mendes de Conservação da Biodiversidade",-55.4193702074998,-20.204477606714
"1158","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SESC TEPEQUÉM",NA,"Reserva Particular do Patrimônio Natural","US","federal","2001","10961","Esquemático (O poligono é uma representação esquemática da dimensão da unidade).","Portaria nº 19 de 02/03/2001","20/08/2014","0000.00.1158","Instituto Chico Mendes de Conservação da Biodiversidade",-60.6753279813789,2.82384199870917
"3319","REFÚGIO DE VIDA SILVESTRE MATAS DE ÁGUA AZUL",NA,"Refúgio de Vida Silvestre","PI","estadual","2014","12327","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 40.551/14 de 28/03/2014","24/04/2018","0000.26.3319","Agência Estadual do Meio Ambiente de Pernambuco",-35.3731709397953,-7.60706959594768
"752","RESERVA EXTRATIVISTA SUCUPIRA","352164","Reserva Extrativista","US","estadual","1995","4969","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 7104 de 08/09/1995","01/03/2012","0000.11.0752","Secretaria de Estado do Desenvolvimento Ambiental de Rondônia",-62.2077448089948,-9.41479095409497
"1696","APA CAJAMAR",NA,"Área de Proteção Ambiental","US","estadual","1984","2947","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 4055 de 05/06/1984","17/10/2017","0000.35.1696","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.8712423970512,-23.350876999971
"2953","RESERVA BIOLóGICA DE PINHEIRO GROSSO",NA,"Reserva Biológica","PI","municipal","1987","9011","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 2250 de 30/11/1987","22/04/2014","0560.31.2953","Prefeitura Municipal de Barbacena - MG",-43.7018177450589,-21.1925920387319
"1765","PARQUE NATURAL MUNICIPAL DA SERRA DA CAPOEIRA GRANDE",NA,"Parque","PI","municipal","2002","3214","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 21208 de 02/04/2002","05/05/2017","0455.33.1765","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.6423647571044,-22.9877996497464
"454","PARQUE ESTADUAL ÁGUAS DO CUIABÁ","351992","Parque","PI","estadual","2002","3965","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 4.444 de 10/06/2002","06/06/2010","0000.51.0454","Secretaria de Estado do Meio Ambiente de Mato Grosso",-55.3568815221776,-14.3055511148755
"1433","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA",NA,"Reserva Particular do Patrimônio Natural","US","federal","2004","9244","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 32 de 10/03/2004","26/08/2011","0000.00.1433","Instituto Chico Mendes de Conservação da Biodiversidade",-39.1010552042984,-14.8283798898333
"1767","APA DAS BRISAS",NA,"Área de Proteção Ambiental","US","municipal","1992","3114","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 1918 de 09/10/1992","15/03/2011","0455.33.1767","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.6548257111356,-22.9922023040154
"2728","ÁREA DE PROTEÇÃO AMBIENTAL MUNICÍPAL MANGUEZAL SUL DA SERRA",NA,"Área de Proteção Ambiental","US","municipal","2012","8196","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 3895 de 19/06/2012","27/09/2013","0500.32.2728","Secretaria Municipal de Meio Ambiente do Município de Serra - ES",-40.3188156923556,-20.2356435867486
"1969","PARQUE ESTADUAL DO RIO TURVO",NA,"Parque","PI","estadual","2008","4500","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei complementar nº 12.810 de 22/02/2008","29/09/2017","0000.35.1969","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-48.3272473843958,-24.9189429113128
"114","FLORESTA NACIONAL DO AMAZONAS","31759","Floresta","US","federal","1989","167","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 97546 de 01/03/1989","29/04/2011","0000.00.0114","Instituto Chico Mendes de Conservação da Biodiversidade",-63.7361098313524,1.34482126697045
"3849","ÁREA DE PROTEçãO AMBIENTAL MINAçU",NA,"Área de Proteção Ambiental","US","municipal","2018","15951","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1121/2018 de 31/10/2018","07/03/2019","1308.52.3849","Secretaria Municipal de Meio Ambiente de Minaçu - GO",-48.26421015705,-13.6083015055512
"3270","REFÚGIO DE VIDA SILVESTRE MUNICIPAL DAS SERRAS DE MARICÁ",NA,"Refúgio de Vida Silvestre","PI","municipal","2011","13305","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 2368 de 30/05/2011","11/04/2019","0270.33.3270","Subsecretaria de Meio Ambiente de Maricá - RJ",-42.7597882314664,-22.8841199348505
"3866","PARQUE ESTADUAL DE BOTUMIRIM",NA,"Parque","PI","estadual","2018","16029","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 302 de 05/07/2018","13/03/2019","0000.31.3866","Instituto Estadual de Florestas de Minas Gerais",-43.047521697439,-17.0197672435675
"1798","APA DOS MORROS DA BABILôNIA E DE SãO JOãO",NA,"Área de Proteção Ambiental","US","municipal","1996","4353","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 14874 de 11/06/1996","15/03/2011","0455.33.1798","Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ",-43.1759681518537,-22.9597336811743
"9","ÁREA DE PROTEÇÃO AMBIENTAL COSTA DOS CORAIS","31752","Área de Proteção Ambiental","US","federal","1997","1827","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 23/10/1997","27/09/2007","0000.00.0009","Instituto Chico Mendes de Conservação da Biodiversidade",-35.188561630749,-9.22930866614971
"895","FLORESTA ESTADUAL SÃO JUDAS TADEU",NA,"Floresta","US","estadual","2001","5492","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 41809 de 07/08/2001","21/09/2011","0000.31.0895","Instituto Estadual de Florestas de Minas Gerais",-44.1881971943805,-19.8699801406692
"3094","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS",NA,"Reserva Particular do Patrimônio Natural","US","federal","2013","10694","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 22 de 25/09/2013","01/08/2014","0000.00.3094","Instituto Chico Mendes de Conservação da Biodiversidade",-45.2276127149133,-23.3118627159414
