"ID_UC0","NOME_UC1","ID_WCMC2","CATEGORI3","GRUPO4","ESFERA5","ANO_CRIA6","GID7","QUALIDAD8","ATO_LEGA9","DT_ULTIM10","CODIGO_U11","NOME_ORG12","decimalLongitude","decimalLatitude"
"2350","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIO E COMPANHIA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2010","6101","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Outros nº 74-S de 22/02/2010","31/08/2012","0000.32.2350","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-40.9685751043399,-20.0633328874621
"3787","AREA DE PROTECAO AMBIENTAL DA BACIA DO CORREGO CAPAO GRANDE",NA,"Área de Proteção Ambiental","US","municipal","2018","15289","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 051/2018 de 20/09/2018","20/09/2018","1480.52.3787","Secretaria Municipal de Meio Ambiente de Nova Aurora - GO",-48.2730594920381,-18.0428801947387
"3445","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PILAR",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","13500","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 466 de 27/06/2013","10/07/2017","0000.33.3445","Instituto Estadual do Ambiente do Rio de Janeiro",-42.7932203727809,-22.8536495671679
"145","PARQUE NACIONAL DA SERRA DA CAPIVARA","64","Parque","PI","federal","1979","6506","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 83548 de 05/06/1979","27/09/2007","0000.00.0145","Instituto Chico Mendes de Conservação da Biodiversidade",-42.5858792295193,-8.69485788336761
"1754","FLORESTA ESTADUAL DO ARAGUAIA",NA,"Floresta","US","estadual","2002","2983","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 5.630 de 07/08/2002","06/08/2009","0000.52.1754","Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás",-50.5238640523982,-13.1087437126035
"2092","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA CABECEIRA DO CAFÔFO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2007","9436","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 25 de 11/12/2007","26/08/2011","0000.00.2092","Instituto Chico Mendes de Conservação da Biodiversidade",-42.02114365497,-22.1099358262811
"3178","PARQUE DISTRITAL SALTO DO TORORÓ",NA,"Parque","PI","estadual","2015","11660","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 36472 de 04/05/2015","01/11/2018","0000.53.3178","Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF",-47.8309221344579,-15.9865166179979
"821","ESTAÇÃO ECOLÓGICA ITABERÁ","81049","Estação Ecológica","PI","estadual","1957","2909","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 29881 de 12/10/1957","21/05/2019","0000.35.0821","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-49.1410488368926,-23.8439609332558
"1879","ÀREA DE PROTEÇÃO AMBIENTAL DE TINGUÁ",NA,"Área de Proteção Ambiental","US","municipal","2004","3619","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei complementar nº 3587 de 09/07/2004","28/09/2018","0350.33.1879","Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ",-43.4278281400789,-22.6294370170801
"2633","PARQUE NACIONAL DA FURNA FEIA",NA,"Parque","PI","federal","2012","6727","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 06/06/2012","22/06/2012","0000.00.2633","Instituto Chico Mendes de Conservação da Biodiversidade",-37.5107256755315,-5.05392519919164
"1965","PARQUE ESTADUAL DE ITAPETINGA",NA,"Parque","PI","estadual","2010","4479","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 55.662 de 31/12/2010","10/01/2019","0000.35.1965","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.5003422196545,-23.2364332381414
"888","PARQUE ESTADUAL SERRA NOVA E TALHADO",NA,"Parque","PI","estadual","2003","16184","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 22/10/2003","21/08/2009","0000.31.0888","Instituto Estadual de Florestas de Minas Gerais",-42.7991907171723,-15.7070708554927
"73","ESTAÇÃO ECOLÓGICA MICO LEÃO PRETO","351728","Estação Ecológica","PI","federal","2002","5262","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 17/07/2002","27/04/2011","0000.00.0073","Instituto Chico Mendes de Conservação da Biodiversidade",-52.4700802415636,-22.4798773493717
"2664","RESERVA PARTICULAR DO PATRIOMôNIO NATURAL ALMIRANTE RENATO DE MIRANDA MONTEIRO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2011","6827","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 111 de 27/12/2011","01/08/2014","0000.00.2664","Instituto Chico Mendes de Conservação da Biodiversidade",-40.7822792076978,-5.67859980317856
"2613","PARQUE ESTADUAL SERRA DO SOBRADO",NA,"Parque","PI","estadual","2010","6626","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 45.509 de 25/11/2010","23/09/2013","0000.31.2613","Instituto Estadual de Florestas de Minas Gerais",-44.0038483168294,-19.6755790414623
"1686","RESERVA EXTRATIVISTA TAQUARI",NA,"Reserva Extrativista","US","estadual","2008","4589","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 12810 de 21/02/2008","30/09/2015","0000.35.1686","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-48.0502874870899,-25.0576007074602
"3232","ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO BENTO",NA,"Área de Proteção Ambiental","US","municipal","1997","11928","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 3020 de 06/06/1997","01/02/2016","0170.33.3232","Secretaria Municipal de Meio Ambiente, Agricultura e Abastecimento de Duque de Caxias - RJ",-43.2809769590803,-22.73162687392
"456","PARQUE ESTADUAL TUCUMÃ","352057","Parque","PI","estadual","2002","3859","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 5.439 de 12/11/2002","12/05/2010","0000.51.0456","Secretaria de Estado do Meio Ambiente de Mato Grosso",-61.1978357937796,-8.89772344084663
"1477","PARQUE ESTADUAL DA ILHA GRANDE",NA,"Parque","PI","estadual","1971","2078","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 15.273 de 27/06/1971","24/02/2014","0000.33.1477","Instituto Estadual do Ambiente do Rio de Janeiro",-44.2248627990461,-23.1546830687013
"3479","REFúGIO DE VIDA SILVESTRE PADRE SéRGIO TONETTO",NA,"Refúgio de Vida Silvestre","PI","estadual","2016","13224","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1.567 de 20/06/2016","22/02/2017","0000.15.3479","Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará",-47.5490052767382,-0.782946529585173
"2796","RESERVA PARTICULAR DO PATRIMôNIO NATURAL PARAíSO I",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2012","7599","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 3988 de 21/11/2012","26/11/2012","0000.29.2796","Secretaria do Meio Ambiente da Bahia",-39.2369540236145,-16.5403424137125
"3521","MONUMENTO NATURAL MUNICIPAL DA FLORESTA",NA,"Monumento Natural","PI","municipal","2017","13593","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 5671 de 04/04/2017","27/07/2017","0220.33.3521","Secretaria Municipal do Ambiente de Itaperuna - RJ",-42.0106416308115,-21.1498812130572
"3751","ÁREA DE PROTEçãO AMBIENTAL MARINHA RECIFES SERRAMBI",NA,"Área de Proteção Ambiental","US","estadual","2018","15435","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 46.052/18 de 24/05/2018","28/11/2018","0000.26.3751","Agência Estadual do Meio Ambiente de Pernambuco",-34.8652879073848,-8.64716137514608
"961","MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE","352191","Monumento Natural","PI","estadual","2004","1903","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 27.461 de 04/06/2004","15/02/2016","0000.23.0961","Secretaria do Meio Ambiente do Ceará",-38.1005089928583,-4.16246574823652
"2598","PARQUE NATURAL MUNICIPAL DO MANGUEZAL DE ITANGUá",NA,"Parque","PI","municipal","2007","6569","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 48 de 28/05/2007","26/04/2012","0130.32.2598","Secretaria Municipal de Meio Ambiente de Cariacica - ES",-40.3711210593755,-20.3186095986599
"187","PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE","351784","Parque","PI","federal","2002","284","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 22/08/2002","24/02/2016","0000.00.0187","Instituto Chico Mendes de Conservação da Biodiversidade",-52.9456883440677,1.96336123954195
"204","RESERVA BIOLÓGICA DO CÓRREGO DO VEADO","51","Reserva Biológica","PI","federal","1982","5321","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 87590 de 20/09/1982","28/09/2007","0000.00.0204","Instituto Chico Mendes de Conservação da Biodiversidade",-40.146625742687,-18.3424698577233
"2234","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VEREDAS DO PRATUDINHO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2011","9347","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 08 de 03/02/2011","26/08/2011","0000.00.2234","Instituto Chico Mendes de Conservação da Biodiversidade",-45.9470910087893,-14.4726513771493
"1711","APA REPRESA BAIRRO DA USINA",NA,"Área de Proteção Ambiental","US","estadual","1986","14789","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 5280 de 04/09/1986","18/09/2015","0000.35.1711","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-46.6358932953273,-23.0902234972099
"2289","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SETE FLECHAS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2010","5986","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 153 de 03/09/2010","07/12/2011","0000.33.2289","Instituto Estadual do Ambiente do Rio de Janeiro",-43.667207001225,-22.525276198273
"1002","FLORESTA ESTADUAL RIO URUBU","352143","Floresta","US","estadual","2003","946","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 23993 de 22/12/2003","05/02/2016","0000.13.1002","Secretaria de Estado do Meio Ambiente do Amazonas",-59.8037410069861,-2.2895609943187
"127","FLORESTA NACIONAL DE MÁRIO XAVIER","19758","Floresta","US","federal","1986","188","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 93369 de 08/10/1986","25/09/2007","0000.00.0127","Instituto Chico Mendes de Conservação da Biodiversidade",-43.7064541974189,-22.7236044275369
"1702","APA ILHA COMPRIDA",NA,"Área de Proteção Ambiental","US","estadual","1987","4558","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 26881 de 11/03/1987","21/05/2019","0000.35.1702","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.7179749473024,-24.8603191350577
"994","ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES","352147","Área de Proteção Ambiental","US","estadual","1995","3903","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 16.498 de 06/04/1995","17/08/2012","0000.13.0994","Secretaria de Estado do Meio Ambiente do Amazonas",-60.9311230674375,-2.76453707541351
"2319","MONUMENTO NATURAL ESTADUAL  SERRA DAS TORRES",NA,"Monumento Natural","PI","estadual","2010","5620","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 9463 de 14/06/2010","18/01/2017","0000.32.2319","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-41.2628167275289,-21.0073222159829
"1865","ÁREA DE PROTEÇÃO AMBIENTAL DO BRILHANTE",NA,"Área de Proteção Ambiental","US","municipal","1993","3605","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 2832 de 22/09/1993","01/02/2011","0820.42.1865","Fundação do Meio Ambiente de Itajaí - SC",-48.8009338392739,-27.0727091374932
"1890","ÁREA DE PROTEçãO AMBIENTAL DO ITAPIRACó",NA,"Área de Proteção Ambiental","US","estadual","1997","4444","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 15.618 de 26/06/1997","04/03/2011","0000.21.1890","Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão",-44.2035920706829,-2.52490439131249
"3453","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS IRMÃOS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2016","13019","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Portaria nº 007-R de 22/07/2016","11/11/2016","0000.32.3453","Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo",-40.5941933228678,-20.1992637854394
"3304","REFúGIO DE VIDA SILVESTRE MATA SãO JOãO DA VáRZEA",NA,"Refúgio de Vida Silvestre","PI","estadual","1987","12260","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Lei ordinária nº 9989/87 de 13/01/1987","11/03/2016","0000.26.3304","Agência Estadual do Meio Ambiente de Pernambuco",-34.9751096504815,-8.06596567877265
"3039","MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA",NA,"Monumento Natural","PI","estadual","Gerais de 22/09/1998","9726","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Outros nº Constituição Estadual de Minas Gerais de 22/09/1998","25/06/2014","0000.31.3039","Instituto Estadual de Florestas de Minas Gerais",-41.9032478263673,-18.8878510088467
"37","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA","351721","Área de Relevante Interesse Ecológico","US","federal","1985","1871","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 91887 de 05/11/1985","27/09/2007","0000.00.0037","Instituto Chico Mendes de Conservação da Biodiversidade",-46.6746910116941,-24.4849688170861
"1995","ESTAçãO ECOLóGICA ESTADUAL ARATINGA",NA,"Estação Ecológica","PI","estadual","1997","4682","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 37.345 de 14/04/1997","31/05/2019","0000.43.1995","Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS",-50.2325699269194,-29.3520201561547
"777","RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ","33714","Reserva Extrativista","US","estadual","1996","3675","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 7336 de 19/01/1996","11/02/2016","0000.11.0777","Secretaria de Estado do Desenvolvimento Ambiental de Rondônia",-62.2713808574112,-8.94103733152194
"1780","PARQUE ESTADUAL SERRA DA BOA ESPERANÇA",NA,"Parque","PI","estadual","2007","3157","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 44520 de 17/05/2007","09/09/2014","0000.31.1780","Instituto Estadual de Florestas de Minas Gerais",-45.661163731497,-20.9661035570346
"2606","ESTAçãO ECOLóGICA DE AVARé",NA,"Estação Ecológica","PI","estadual","2010","6602","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 56.616 de 29/12/2010","11/10/2017","0000.35.2606","Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP",-48.9058122986937,-23.0378333778783
"2904","PARQUE ESTADUAL DO MENDANHA",NA,"Parque","PI","estadual","2013","8142","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 44.342 de 23/08/2013","24/02/2014","0000.33.2904","Instituto Estadual do Ambiente do Rio de Janeiro",-43.504408282624,-22.81210575339
"807","ESTAÇÃO ECOLÓGICA DE PAULO DE FARIA","4892","Estação Ecológica","PI","estadual","1981","2738","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 17724 de 24/09/1981","29/09/2017","0000.35.0807","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-49.5257242185845,-19.9459491992645
"3668","RPPN DAS NASCENTES",NA,"Reserva Particular do Patrimônio Natural","US","federal","2017","14503","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 545 de 28/08/2017","09/05/2018","0000.00.3668","Instituto Chico Mendes de Conservação da Biodiversidade",-39.1789862942611,-13.6057070378124
"18","ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU","18727","Área de Proteção Ambiental","US","federal","1983","32","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 88421 de 21/06/1983","27/09/2007","0000.00.0018","Instituto Chico Mendes de Conservação da Biodiversidade",-36.356374745469,-10.4002343176618
"3078","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL O BOSQUE",NA,"Reserva Particular do Patrimônio Natural","US","federal","2013","10882","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 167 de 11/03/2013","09/05/2018","0000.00.3078","Instituto Chico Mendes de Conservação da Biodiversidade",-50.8903844401199,-29.3645021863835
"2328","PARQUE ESTADUAL DO LIMOEIRO",NA,"Parque","PI","estadual","2011","5647","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 45566 de 22/03/2011","05/10/2011","0000.31.2328","Instituto Estadual de Florestas de Minas Gerais",-43.4515504045248,-19.5859315558514
"780","PARQUE ESTADUAL DA SERRA FURADA","16078","Parque","PI","estadual","1980","4081","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 11233 de 23/06/1980","28/03/2014","0000.42.0780","Fundação de Meio Ambiente de Santa Catarina",-49.408357230161,-28.1598252277039
"3149","RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA MINAS GERAIS",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","11258","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 491 de 23/09/2013","19/11/2014","0000.33.3149","Instituto Estadual do Ambiente do Rio de Janeiro",-42.0289671491538,-21.989241994392
"1494","ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL",NA,"Área de Proteção Ambiental","US","estadual","2002","1713","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 1.444 de 20/03/2002","24/07/2007","0000.17.1494","Instituto Natureza do Tocantins",-48.2071403669766,-12.4687506684243
"1606","RESERVA EXTRATIVISTA DO MéDIO PURúS",NA,"Reserva Extrativista","US","federal","2008","2291","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 09/05/2008","05/02/2016","0000.00.1606","Instituto Chico Mendes de Conservação da Biodiversidade",-66.0629698545545,-7.58914543330464
"368","PARQUE ESTADUAL DO SUMIDOURO","352055","Parque","PI","estadual","1980","3195","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 20598 de 05/06/1980","21/08/2009","0000.31.0368","Instituto Estadual de Florestas de Minas Gerais",-43.9560494181437,-19.5511249897552
"2746","ÁREA DE PROTEÇÃO AMBIENTAL DO IGUAÇÚ",NA,"Área de Proteção Ambiental","US","municipal","1991","7328","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 410 de 25/07/1991","01/10/2012","0690.41.2746","Secretaria Municipal de Meio Ambiente de Curitiba - PR",-49.2697588535162,-25.5730481679158
"1977","RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA",NA,"Reserva de Desenvolvimento Sustentável","US","estadual","2006","4618","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 26.009 de 03/07/2006","05/02/2016","0000.13.1977","Secretaria de Estado do Meio Ambiente do Amazonas",-60.5253297039242,-5.08638675613075
"3395","REFúGIO DA VIDA SILVESTRE MATA DO TORÓ",NA,"Refúgio de Vida Silvestre","PI","estadual","1987","12555","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 9989/87 de 13/01/1987","13/04/2016","0000.26.3395","Agência Estadual do Meio Ambiente de Pernambuco",-35.1765640248839,-8.06011761577004
"366","ESTAÇÃO ECOLÓGICA DE CORUMBÁ","351941","Estação Ecológica","PI","estadual","1964","3095","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 16580 de 24/09/1964","23/09/2014","0000.31.0366","Instituto Estadual de Florestas de Minas Gerais",-45.6191920109132,-20.316074824105
"3196","PARQUE NATURAL MUNICIPAL PARQUE FLORESTAL DE SINOP",NA,"Parque","PI","municipal","2014","11734","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Lei ordinária nº 2067/2014 de 10/12/2014","16/09/2015","0790.51.3196","Prefeitura de Sinop - MT",-55.5003796881096,-11.8360189058708
"3549","REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA",NA,"Refúgio de Vida Silvestre","PI","estadual","2016","13635","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 45.659 de 19/05/2016","22/08/2018","0000.33.3549","Instituto Estadual do Ambiente do Rio de Janeiro",-43.5958732625868,-22.2940276415431
"3057","RESERVA PARTICULAR DO PATRIMôNIO NATURAL CANTO DOS PáSSAROS II",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2013","9936","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 406 de 30/01/2013","14/07/2014","0000.33.3057","Instituto Estadual do Ambiente do Rio de Janeiro",-42.9039232159302,-22.2329595126942
"2204","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RONCO DO BUGIO",NA,"Reserva Particular do Patrimônio Natural","US","federal","2009","10083","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 6 de 13/02/2009","26/08/2011","0000.00.2204","Instituto Chico Mendes de Conservação da Biodiversidade",-52.2209116061423,-29.6684282503595
"248","RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU","351796","Reserva Extrativista","US","federal","2005","1773","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 23/05/2005","26/09/2007","0000.00.0248","Instituto Chico Mendes de Conservação da Biodiversidade",-46.6991920697924,-0.880173883037292
"3091","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMPOS NOVOS",NA,"Reserva Particular do Patrimônio Natural","US","federal","2014","10688","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 3 de 24/01/2014","01/08/2014","0000.00.3091","Instituto Chico Mendes de Conservação da Biodiversidade",-37.6216017504605,-10.4164438857283
"1972","APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU",NA,"Área de Proteção Ambiental","US","estadual","1983","4538","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 20960 de 08/06/1983","15/09/2015","0000.35.1972","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-48.4790207423919,-23.1311541068739
"4","ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU","19752","Área de Proteção Ambiental","US","federal","1983","5","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 88940 de 07/11/1983","27/04/2011","0000.00.0004","Instituto Chico Mendes de Conservação da Biodiversidade",-47.6931358768219,-15.7807141691097
"1982","RESERVA PARTICULAR DO PATRIMôNIO NATURAL CARA DA ONçA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2009","5680","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Resolução nº 10 de 29/07/2009","23/09/2016","0000.50.1982","Instituto de Meio Ambiente do Mato Grosso do Sul",-56.7377979299252,-20.737740823127
"950","ÁREA DE PROTEÇÃO AMBIENTAL DO PECEM",NA,"Área de Proteção Ambiental","US","estadual","1998","1914","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 24.957 de 08/06/1998","16/11/2010","0000.23.0950","Secretaria do Meio Ambiente do Ceará",-38.8256884074872,-3.55460658057018
"217","RESERVA BIOLÓGICA UNIÃO","168214","Reserva Biológica","PI","federal","1998","13471","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº s/n de 22/04/1998","14/02/2012","0000.00.0217","Instituto Chico Mendes de Conservação da Biodiversidade",-42.0808402347498,-22.4342345501001
"147","PARQUE NACIONAL DA SERRA DE ITABAIANA","351827","Parque","PI","federal","2005","220","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 15/06/2005","29/11/2007","0000.00.0147","Instituto Chico Mendes de Conservação da Biodiversidade",-37.3437301104824,-10.7746972898445
"808","ESTAÇÃO ECOLÓGICA JATAÍ","19438","Estação Ecológica","PI","estadual","1982","1880","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 18.997 de 16/06/1982","15/02/2018","0000.35.0808","Fundação para Conservação e a Produção Florestal do Estado de São Paulo",-47.7710341504371,-21.607267697815
"422","PARQUE ESTADUAL MATAS DO SEGREDO","352026","Parque","PI","estadual","2000","2236","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 9935 de 06/06/2000","17/07/2012","0000.50.0422","Instituto de Meio Ambiente do Mato Grosso do Sul",-54.5885236392337,-20.3925909239144
"89","FLORESTA NACIONAL DE CAXIUANÃ","10803","Floresta","US","federal","1961","131","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 239 de 28/11/1961","25/09/2007","0000.00.0089","Instituto Chico Mendes de Conservação da Biodiversidade",-51.6763510150798,-1.95790374607375
"295","MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO","351846","Monumento Natural","PI","estadual","1998","1999","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº 7.412 de 18/08/1998","23/07/2012","0000.29.0295","Secretaria do Meio Ambiente da Bahia",-40.9918421316122,-11.6185192735692
"2684","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA",NA,"Reserva Particular do Patrimônio Natural","US","estadual","2009","6906","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Portaria nº 023/2008 de 22/06/2009","12/04/2013","0000.27.2684","Instituto do Meio Ambiente de Alagoas",-36.4445952604516,-9.53343395340538
"222","RESERVA EXTRATIVISTA CHICO MENDES","31775","Reserva Extrativista","US","federal","1990","1744","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº nº 99144 de 13/03/1990","15/02/2016","0000.00.0222","Instituto Chico Mendes de Conservação da Biodiversidade",-68.9768135013442,-10.4993374271821
"749","RESERVA EXTRATIVISTA IPÊ","352163","Reserva Extrativista","US","estadual","1995","4947","Aproximado (O poligono representa uma estimativa dos limites da unidade).","Decreto nº 7101 de 08/09/1995","01/03/2012","0000.11.0749","Secretaria de Estado do Desenvolvimento Ambiental de Rondônia",-62.3814402956194,-9.39423557416104
"99","FLORESTA NACIONAL DE MULATA","351779","Floresta","US","federal","2001","146","Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).","Decreto nº S/N de 01/08/2001","14/02/2012","0000.00.0099","Instituto Chico Mendes de Conservação da Biodiversidade",-54.988290919209,-1.09098719506546
